month,day,hour,value
4,20,900,13.5
4,20,1000,13.5
4,20,1100,13.6
4,20,1200,13.6
4,20,1300,13.6
4,20,1400,13.8
4,20,1500,13.8
4,20,1600,13.8
4,20,1700,13.8
4,20,1800,13.8
4,20,1900,13.9
4,20,2000,14.1
4,20,2100,14
4,20,2200,14.5
4,20,2300,15.3
4,21,0,16
4,21,100,17
4,21,200,18.200001
4,21,300,18.6
4,21,400,19
4,21,500,19.200001
4,21,600,19.1
4,21,700,19.299999
4,21,800,19.5
4,21,900,19.299999
4,21,1000,18.799999
4,21,1100,18.299999
4,21,1200,18
4,21,1300,17.799999
4,21,1400,16.6
4,21,1500,16.299999
4,21,1600,16
4,21,1700,15.8
4,21,1800,15.6
4,21,1900,15.6
4,21,2000,15.3
4,21,2100,15.5
4,21,2200,16.299999
4,21,2300,16.5
4,22,0,17.6
4,22,100,19.4
4,22,200,20.799999
4,22,300,22.200001
4,22,400,22.700001
4,22,500,22.9
4,22,600,22.6
4,22,700,22.299999
4,22,800,21.6
4,22,900,20.4
4,22,1000,19.1
4,22,1100,18.5
4,22,1200,17.700001
4,22,1300,17
4,22,1400,16.5
4,22,1500,16
4,22,1600,15.3
4,22,1700,14.6
4,22,1800,13.6
4,22,1900,13
4,22,2000,12.6
4,22,2100,13.1
4,22,2200,14.8
4,22,2300,16
4,23,0,18.200001
4,23,100,19.799999
4,23,200,20.799999
4,23,300,22
4,23,400,21.5
4,23,500,22.4
4,23,600,21.799999
4,23,700,21.5
4,23,800,20.700001
4,23,900,20.200001
4,23,1000,19.299999
4,23,1100,17.700001
4,23,1200,17.1
4,23,1300,16.200001
4,23,1400,15.1
4,23,1500,14.8
4,23,1600,14.5
4,23,1700,14.3
4,23,1800,13.8
4,23,1900,13.3
4,23,2000,12.9
4,23,2100,12.5
4,23,2200,12.4
4,23,2300,12.9
4,24,0,14.2
4,24,100,16.5
4,24,200,14.5
4,24,300,17.5
4,24,400,18.1
4,24,500,17.299999
4,24,600,15.8
4,24,700,16.4
4,24,800,16.4
4,24,900,15.6
4,24,1000,14.5
4,24,1100,14
4,24,1200,13
4,24,1300,12.1
4,24,1400,11.8
4,24,1500,11.3
4,24,1600,10.6
4,24,1700,10.6
4,24,1800,10.3
4,24,1900,10.3
4,24,2000,10.6
4,24,2100,10.8
4,24,2200,11.1
4,24,2300,11.7
4,25,0,12.4
4,25,100,13.8
4,25,200,15.6
4,25,300,17.4
4,25,400,18.9
4,25,500,20.799999
4,25,600,21.799999
4,25,700,22.799999
4,25,800,22.700001
4,25,900,21.5
4,25,1000,20.200001
4,25,1100,19.200001
4,25,1200,17.799999
4,25,1300,16.6
4,25,1400,15.3
4,25,1500,14.6
4,25,1600,13.9
4,25,1700,13
4,25,1800,12.3
4,25,1900,12.3
4,25,2000,11.8
4,25,2100,12.5
4,25,2200,13.6
4,25,2300,16.200001
4,26,0,18.200001
4,26,100,20.5
4,26,200,22.1
4,26,300,24.1
4,26,400,25.5
4,26,500,26.200001
4,26,600,26.200001
4,26,700,26.200001
4,26,800,25.799999
4,26,900,23.700001
4,26,1000,21.200001
4,26,1100,20.200001
4,26,1200,19
4,26,1300,18.1
4,26,1400,16.700001
4,26,1500,16.200001
4,26,1600,15.3
4,26,1700,14.7
4,26,1800,13.8
4,26,1900,13.1
4,26,2000,12.8
4,26,2100,13.6
4,26,2200,14.4
4,26,2300,16.6
4,27,0,19.799999
4,27,100,21.6
4,27,200,23.5
4,27,300,25.299999
4,27,400,25.700001
4,27,500,26.200001
4,27,600,26.700001
4,27,700,26.6
4,27,800,25.700001
4,27,900,23.5
4,27,1000,21.200001
4,27,1100,20
4,27,1200,18.9
4,27,1300,17.6
4,27,1400,16.5
4,27,1500,15.8
4,27,1600,14.7
4,27,1700,14.2
4,27,1800,12.8
4,27,1900,12.4
4,27,2000,12.3
4,27,2100,12.2
4,27,2200,14.8
4,27,2300,16.5
4,28,0,18.5
4,28,100,20.700001
4,28,200,23.799999
4,28,300,26.4
4,28,400,27.799999
4,28,500,27.799999
4,28,600,28.200001
4,28,700,28
4,28,800,27.700001
4,28,900,26.1
4,28,1000,24.799999
4,28,1100,24.1
4,28,1200,23
4,28,1300,21.9
4,28,1400,21.200001
4,28,1500,20.1
4,28,1600,19.799999
4,28,1700,20.700001
4,28,1800,20.299999
4,28,1900,19.799999
4,28,2000,19.6
4,28,2100,19.5
4,28,2200,19.1
4,28,2300,19
4,29,0,19.200001
4,29,100,19.6
4,29,200,19.9
4,29,300,20
4,29,400,20.5
4,29,500,19.200001
4,29,600,18.6
4,29,700,18.299999
4,29,800,17.799999
4,29,900,17.200001
4,29,1000,17.200001
4,29,1100,17.299999
4,29,1200,17.299999
4,29,1300,17
4,29,1400,16.6
4,29,1500,16.6
4,29,1600,16.4
4,29,1700,16.200001
4,29,1800,16.1
4,29,1900,15.5
4,29,2000,15.5
4,29,2100,16.1
4,29,2200,16.700001
4,29,2300,17.5
4,30,0,17.700001
4,30,100,18.5
4,30,200,19.200001
4,30,300,20.799999
4,30,400,20.6
4,30,500,21.5
4,30,600,21.700001
4,30,700,21.1
4,30,800,20.1
4,30,900,18.700001
4,30,1000,17.5
4,30,1100,16.700001
4,30,1200,16
4,30,1300,15.6
4,30,1400,15.3
4,30,1500,15.1
4,30,1600,15.6
4,30,1700,15.5
4,30,1800,15.5
4,30,1900,14.8
4,30,2000,13.8
4,30,2100,13.6
4,30,2200,14.3
4,30,2300,15.2
5,1,0,17.200001
5,1,100,19.1
5,1,200,19.799999
5,1,300,20.1
5,1,400,21.299999
5,1,500,21.6
5,1,600,21.299999
5,1,700,22.1
5,1,800,20.799999
5,1,900,20.200001
5,1,1000,19.200001
5,1,1100,18.200001
5,1,1200,17
5,1,1300,15.9
5,1,1400,15
5,1,1500,14.5
5,1,1600,14
5,1,1700,13.8
5,1,1800,12.8
5,1,1900,11.8
5,1,2000,12
5,1,2100,12.6
5,1,2200,14.1
5,1,2300,16
5,2,0,17.6
5,2,100,19.200001
5,2,200,20.5
5,2,300,22.5
5,2,400,23.9
5,2,500,24.299999
5,2,600,24.200001
5,2,700,23.700001
5,2,800,23.1
5,2,900,21.4
5,2,1000,20.200001
5,2,1100,19.200001
5,2,1200,18.200001
5,2,1300,17.1
5,2,1400,16.1
5,2,1500,15.3
5,2,1600,14.6
5,2,1700,13.9
5,2,1800,13.1
5,2,1900,12.6
5,2,2000,11.6
5,2,2100,12.3
5,2,2200,14.6
5,2,2300,16.5
5,3,0,18.799999
5,3,100,20.6
5,3,200,22.1
5,3,300,23.299999
5,3,400,25.4
5,3,500,26.299999
5,3,600,27.200001
5,3,700,27.4
5,3,800,27
5,3,900,25.5
5,3,1000,22.799999
5,3,1100,21.200001
5,3,1200,20
5,3,1300,19
5,3,1400,18.5
5,3,1500,17.299999
5,3,1600,16.299999
5,3,1700,15
5,3,1800,14.5
5,3,1900,14
5,3,2000,13.6
5,3,2100,14.3
5,3,2200,16.299999
5,3,2300,19
5,4,0,21.4
5,4,100,23.5
5,4,200,25.5
5,4,300,26.1
5,4,400,27.200001
5,4,500,27.9
5,4,600,27.9
5,4,700,28.200001
5,4,800,27.9
5,4,900,25.9
5,4,1000,24.5
5,4,1100,23.5
5,4,1200,22.700001
5,4,1300,21.9
5,4,1400,21.5
5,4,1500,21.700001
5,4,1600,20.299999
5,4,1700,20.1
5,4,1800,19.700001
5,4,1900,18.799999
5,4,2000,18.6
5,4,2100,18.5
5,4,2200,18.5
5,4,2300,19.1
5,5,0,19.799999
5,5,100,19.200001
5,5,200,18.6
5,5,300,19.4
5,5,400,19
5,5,500,19.1
5,5,600,18.799999
5,5,700,18.799999
5,5,800,18.700001
5,5,900,18.6
5,5,1000,18.5
5,5,1100,18.5
5,5,1200,18.6
5,5,1300,18.700001
5,5,1400,17.799999
5,5,1500,17.299999
5,5,1600,16.5
5,5,1700,16
5,5,1800,15.9
5,5,1900,15.6
5,5,2000,15.6
5,5,2100,15.3
5,5,2200,15
5,5,2300,15.5
5,6,0,15.3
5,6,100,15.8
5,6,200,16
5,6,300,15.3
5,6,400,15.5
5,6,500,15.8
5,6,600,15.8
5,6,700,15
5,6,800,14.6
5,6,900,14.6
5,6,1000,14.5
5,6,1100,14.3
5,6,1200,14.3
5,6,1300,14.1
5,6,1400,13.7
5,6,1500,14.1
5,6,1600,14.1
5,6,1700,14.1
5,6,1800,13.8
5,6,1900,13.5
5,6,2000,13.5
5,6,2100,13.5
5,6,2200,13.6
5,6,2300,13.9
5,7,0,14.4
5,7,100,15.1
5,7,200,15.3
5,7,300,15.6
5,7,400,15.1
5,7,500,14.6
5,7,600,13.9
5,7,700,13.2
5,7,800,13.1
5,7,900,13.1
5,7,1000,12.6
5,7,1100,12.6
5,7,1200,12.6
5,7,1300,12
5,7,1400,11.6
5,7,1500,11.6
5,7,1600,11.8
5,7,1700,11.6
5,7,1800,11.1
5,7,1900,10.8
5,7,2000,9.8
5,7,2100,10.1
5,7,2200,11.6
5,7,2300,13.7
5,8,0,14.8
5,8,100,16.200001
5,8,200,17.4
5,8,300,17.9
5,8,400,18.700001
5,8,500,19.4
5,8,600,19.299999
5,8,700,20.5
5,8,800,20.200001
5,8,900,19.200001
5,8,1000,17.6
5,8,1100,16.200001
5,8,1200,15.6
5,8,1300,15.2
5,8,1400,14.3
5,8,1500,13.3
5,8,1600,13.2
5,8,1700,12.3
5,8,1800,11.3
5,8,1900,11
5,8,2000,10.2
5,8,2100,11.6
5,8,2200,13.3
5,8,2300,15.1
5,9,0,16.799999
5,9,100,19
5,9,200,20.299999
5,9,300,21.200001
5,9,400,22.299999
5,9,500,23
5,9,600,23.200001
5,9,700,23.1
5,9,800,22.4
5,9,900,20.700001
5,9,1000,18.700001
5,9,1100,17.200001
5,9,1200,16.1
5,9,1300,15.3
5,9,1400,14.8
5,9,1500,14.6
5,9,1600,14
5,9,1700,13.1
5,9,1800,12.8
5,9,1900,12.6
5,9,2000,12.6
5,9,2100,13.3
5,9,2200,15
5,9,2300,17.1
5,10,0,18.799999
5,10,100,20.5
5,10,200,21.9
5,10,300,23.299999
5,10,400,24.5
5,10,500,25.299999
5,10,600,25.5
5,10,700,25.6
5,10,800,24
5,10,900,22.799999
5,10,1000,21.4
5,10,1100,20.200001
5,10,1200,19.4
5,10,1300,18.299999
5,10,1400,17.1
5,10,1500,16.1
5,10,1600,15.8
5,10,1700,14.9
5,10,1800,14.6
5,10,1900,15
5,10,2000,15.5
5,10,2100,17.1
5,10,2200,19.200001
5,10,2300,20.5
5,11,0,21.700001
5,11,100,23.299999
5,11,200,24.5
5,11,300,24.6
5,11,400,24.700001
5,11,500,23.799999
5,11,600,23.700001
5,11,700,24.1
5,11,800,22.700001
5,11,900,19.700001
5,11,1000,18.700001
5,11,1100,18.1
5,11,1200,18
5,11,1300,17.799999
5,11,1400,15.7
5,11,1500,14.3
5,11,1600,14.1
5,11,1700,13.6
5,11,1800,13.1
5,11,1900,12.8
5,11,2000,12.6
5,11,2100,13.3
5,11,2200,14.5
5,11,2300,16
5,12,0,17.6
5,12,100,18.9
5,12,200,20.5
5,12,300,21.5
5,12,400,21.4
5,12,500,22
5,12,600,21.6
5,12,700,20.6
5,12,800,20.200001
5,12,900,18.700001
5,12,1000,17.5
5,12,1100,16.799999
5,12,1200,16.299999
5,12,1300,15.8
5,12,1400,15.3
5,12,1500,14.6
5,12,1600,13.8
5,12,1700,12.9
5,12,1800,12.3
5,12,1900,12.3
5,12,2000,12
5,12,2100,13
5,12,2200,14.6
5,12,2300,16.799999
5,13,0,18.799999
5,13,100,20.6
5,13,200,22.700001
5,13,300,23.5
5,13,400,24.200001
5,13,500,25.6
5,13,600,25.6
5,13,700,25.200001
5,13,800,23.700001
5,13,900,22.799999
5,13,1000,21.1
5,13,1100,20
5,13,1200,18.700001
5,13,1300,18
5,13,1400,16.799999
5,13,1500,15.5
5,13,1600,14.6
5,13,1700,14.3
5,13,1800,13.5
5,13,1900,13.1
5,13,2000,13.1
5,13,2100,13.8
5,13,2200,15.8
5,13,2300,17.799999
5,14,0,19.799999
5,14,100,22.4
5,14,200,23.299999
5,14,300,25.200001
5,14,400,25.9
5,14,500,26.200001
5,14,600,26.1
5,14,700,26.5
5,14,800,25.6
5,14,900,24
5,14,1000,22.700001
5,14,1100,21.200001
5,14,1200,19.9
5,14,1300,18.9
5,14,1400,17.799999
5,14,1500,17.1
5,14,1600,15.8
5,14,1700,14.3
5,14,1800,14.1
5,14,1900,13.3
5,14,2000,13.1
5,14,2100,14.1
5,14,2200,15.8
5,14,2300,17.5
5,15,0,19.5
5,15,100,20.5
5,15,200,21.200001
5,15,300,22.6
5,15,400,22
5,15,500,17.200001
5,15,600,14.1
5,15,700,12.6
5,15,800,12.1
5,15,900,11.6
5,15,1000,11.1
5,15,1100,10.9
5,15,1200,10.8
5,15,1300,9.8
5,15,1400,8.6
5,15,1500,8.7
5,15,1600,8.4
5,15,1700,8.2
5,15,1800,8.1
5,15,1900,8.3
5,15,2000,8.6
5,15,2100,9.4
5,15,2200,11.5
5,15,2300,13.4
5,16,0,15
5,16,100,16.9
5,16,200,18.700001
5,16,300,19.799999
5,16,400,20.4
5,16,500,20.1
5,16,600,21
5,16,700,21.200001
5,16,800,20.200001
5,16,900,19
5,16,1000,17.5
5,16,1100,17.1
5,16,1200,15.3
5,16,1300,14.8
5,16,1400,14.2
5,16,1500,13.8
5,16,1600,13.2
5,16,1700,13.3
5,16,1800,13.6
5,16,1900,13.8
5,16,2000,13.6
5,16,2100,14.8
5,16,2200,17.5
5,16,2300,18.200001
5,17,0,19.799999
5,17,100,21.6
5,17,200,22.5
5,17,300,24.200001
5,17,400,25
5,17,500,25.299999
5,17,600,25.700001
5,17,700,25.700001
5,17,800,25.6
5,17,900,24.200001
5,17,1000,22.5
5,17,1100,21.299999
5,17,1200,20.6
5,17,1300,19.5
5,17,1400,18.299999
5,17,1500,17.5
5,17,1600,16.700001
5,17,1700,16.1
5,17,1800,16.1
5,17,1900,15.1
5,17,2000,14.5
5,17,2100,16.1
5,17,2200,17.799999
5,17,2300,20.5
5,18,0,21.700001
5,18,100,22.799999
5,18,200,24.299999
5,18,300,25.299999
5,18,400,26.200001
5,18,500,26.799999
5,18,600,28
5,18,700,27.9
5,18,800,27.200001
5,18,900,25.299999
5,18,1000,23.700001
5,18,1100,22.799999
5,18,1200,22
5,18,1300,21.1
5,18,1400,20.299999
5,18,1500,19.700001
5,18,1600,19.200001
5,18,1700,18.5
5,18,1800,17.299999
5,18,1900,17
5,18,2000,16.5
5,18,2100,17.6
5,18,2200,19.299999
5,18,2300,20.799999
5,19,0,22.9
5,19,100,24.9
5,19,200,25.799999
5,19,300,27.200001
5,19,400,28.299999
5,19,500,28.299999
5,19,600,29.5
5,19,700,28.9
5,19,800,28.200001
5,19,900,26
5,19,1000,24.200001
5,19,1100,23
5,19,1200,22
5,19,1300,20.5
5,19,1400,19.6
5,19,1500,19
5,19,1600,18.200001
5,19,1700,17.700001
5,19,1800,17.1
5,19,1900,16.200001
5,19,2000,16.200001
5,19,2100,16.700001
5,19,2200,17
5,19,2300,17.5
5,20,0,19.5
5,20,100,20.5
5,20,200,21.1
5,20,300,23.200001
5,20,400,24
5,20,500,24.9
5,20,600,24.299999
5,20,700,25.200001
5,20,800,24.700001
5,20,900,24.200001
5,20,1000,22.6
5,20,1100,21.700001
5,20,1200,20.799999
5,20,1300,20
5,20,1400,19.5
5,20,1500,19.200001
5,20,1600,18.299999
5,20,1700,17.799999
5,20,1800,18
5,20,1900,18
5,20,2000,18
5,20,2100,18.6
5,20,2200,19.200001
5,20,2300,19.5
5,21,0,19.700001
5,21,100,20.6
5,21,200,23.1
5,21,300,24
5,21,400,25.1
5,21,500,26.200001
5,21,600,26.700001
5,21,700,26.4
5,21,800,25.700001
5,21,900,24.6
5,21,1000,22.799999
5,21,1100,21.799999
5,21,1200,21.5
5,21,1300,20.700001
5,21,1400,20.200001
5,21,1500,19.299999
5,21,1600,19
5,21,1700,18.5
5,21,1800,17.6
5,21,1900,17
5,21,2000,16.700001
5,21,2100,17.6
5,21,2200,19
5,21,2300,20.6
5,22,0,22.6
5,22,100,23.6
5,22,200,24.5
5,22,300,26.6
5,22,400,26
5,22,500,27.1
5,22,600,26.700001
5,22,700,26
5,22,800,25.700001
5,22,900,25
5,22,1000,23.4
5,22,1100,22.200001
5,22,1200,21.299999
5,22,1300,20.6
5,22,1400,20
5,22,1500,19.6
5,22,1600,19.1
5,22,1700,18.6
5,22,1800,18
5,22,1900,17.5
5,22,2000,17
5,22,2100,17.6
5,22,2200,18.700001
5,22,2300,20.700001
5,23,0,22.200001
5,23,100,24.299999
5,23,200,25.1
5,23,300,27
5,23,400,27.299999
5,23,500,28.799999
5,23,600,29.4
5,23,700,28.799999
5,23,800,27.6
5,23,900,25.1
5,23,1000,23.299999
5,23,1100,22.200001
5,23,1200,21.1
5,23,1300,19.799999
5,23,1400,19.1
5,23,1500,18.299999
5,23,1600,17.6
5,23,1700,16
5,23,1800,15.8
5,23,1900,16.1
5,23,2000,15.9
5,23,2100,16.1
5,23,2200,16.700001
5,23,2300,17.799999
5,24,0,19.4
5,24,100,21.799999
5,24,200,22.6
5,24,300,24.6
5,24,400,25.6
5,24,500,26.700001
5,24,600,27.200001
5,24,700,26.799999
5,24,800,26.1
5,24,900,24.6
5,24,1000,23.200001
5,24,1100,22.299999
5,24,1200,22.200001
5,24,1300,22
5,24,1400,22
5,24,1500,20.799999
5,24,1600,20.5
5,24,1700,20.200001
5,24,1800,19.6
5,24,1900,19.200001
5,24,2000,19.200001
5,24,2100,19.200001
5,24,2200,19.700001
5,24,2300,20.200001
5,25,0,20.700001
5,25,100,21.299999
5,25,200,22.200001
5,25,300,22.200001
5,25,400,22.1
5,25,500,22.799999
5,25,600,23.1
5,25,700,22.5
5,25,800,22.299999
5,25,900,21.799999
5,25,1000,21.700001
5,25,1100,21.6
5,25,1200,21.200001
5,25,1300,21.299999
5,25,1400,20.700001
5,25,1500,20
5,25,1600,19.5
5,25,1700,19.1
5,25,1800,18.6
5,25,1900,17.700001
5,25,2000,17.4
5,25,2100,18.6
5,25,2200,19.700001
5,25,2300,21.700001
5,26,0,23.6
5,26,100,24.700001
5,26,200,24.700001
5,26,300,26.799999
5,26,400,27.200001
5,26,500,25.799999
5,26,600,21.200001
5,26,700,20.200001
5,26,800,20.1
5,26,900,20.299999
5,26,1000,20.5
5,26,1100,20.5
5,26,1200,20.9
5,26,1300,20.700001
5,26,1400,20.4
5,26,1500,19
5,26,1600,17.9
5,26,1700,16.700001
5,26,1800,16
5,26,1900,15.5
5,26,2000,15.6
5,26,2100,16.299999
5,26,2200,17.6
5,26,2300,19.200001
5,27,0,20
5,27,100,21.6
5,27,200,22.299999
5,27,300,23.1
5,27,400,23.6
5,27,500,23.799999
5,27,600,23.4
5,27,700,22.4
5,27,800,21.299999
5,27,900,20.5
5,27,1000,19.5
5,27,1100,18.6
5,27,1200,18.1
5,27,1300,17.700001
5,27,1400,17
5,27,1500,16.799999
5,27,1600,16.4
5,27,1700,15.6
5,27,1800,15.1
5,27,1900,14.6
5,27,2000,14.8
5,27,2100,14.8
5,27,2200,16.200001
5,27,2300,17.700001
5,28,0,20.200001
5,28,100,21.9
5,28,200,22.4
5,28,300,23.700001
5,28,400,23.4
5,28,500,23.5
5,28,600,24.200001
5,28,700,24.5
5,28,800,24.299999
5,28,900,23.5
5,28,1000,22.6
5,28,1100,22.1
5,28,1200,21
5,28,1300,18.700001
5,28,1400,18.200001
5,28,1500,17.700001
5,28,1600,17.1
5,28,1700,16.5
5,28,1800,15.8
5,28,1900,15.3
5,28,2000,15.1
5,28,2100,16.1
5,28,2200,17.700001
5,28,2300,20.1
5,29,0,22.299999
5,29,100,23.799999
5,29,200,25.4
5,29,300,26.1
5,29,400,26.700001
5,29,500,28
5,29,600,28.200001
5,29,700,28.299999
5,29,800,27.5
5,29,900,26.6
5,29,1000,24.700001
5,29,1100,23.4
5,29,1200,22.1
5,29,1300,21.5
5,29,1400,20.700001
5,29,1500,20
5,29,1600,19.299999
5,29,1700,18.799999
5,29,1800,18.5
5,29,1900,18.200001
5,29,2000,17.700001
5,29,2100,18.299999
5,29,2200,19.299999
5,29,2300,20.1
5,30,0,22
5,30,100,22.200001
5,30,200,25.4
5,30,300,25.200001
5,30,400,26
5,30,500,25.799999
5,30,600,25
5,30,700,25.1
5,30,800,25
5,30,900,24.200001
5,30,1000,23.299999
5,30,1100,23.200001
5,30,1200,22.799999
5,30,1300,21.6
5,30,1400,21.6
5,30,1500,20.700001
5,30,1600,20.200001
5,30,1700,19.6
5,30,1800,19.200001
5,30,1900,18.700001
5,30,2000,18.200001
5,30,2100,19
5,30,2200,20.1
5,30,2300,21.799999
5,31,0,22.6
5,31,100,23.5
5,31,200,25
5,31,300,25.6
5,31,400,25.799999
5,31,500,26.1
5,31,600,27.200001
5,31,700,26.799999
5,31,800,26.299999
5,31,900,23.200001
5,31,1000,21
5,31,1100,20.1
5,31,1200,19.700001
5,31,1300,19.799999
5,31,1400,19.299999
5,31,1500,19.200001
5,31,1600,18.799999
5,31,1700,18.6
5,31,1800,18.200001
5,31,1900,18.200001
5,31,2000,18
5,31,2100,18
5,31,2200,18.5
5,31,2300,19.1
6,1,0,20.799999
6,1,100,21.9
6,1,200,22.299999
6,1,300,23.799999
6,1,400,24.700001
6,1,500,24.4
6,1,600,24.799999
6,1,700,24.700001
6,1,800,24
6,1,900,23
6,1,1000,21.700001
6,1,1100,20.5
6,1,1200,19.5
6,1,1300,19.1
6,1,1400,18.299999
6,1,1500,17.6
6,1,1600,16.700001
6,1,1700,16.299999
6,1,1800,16.5
6,1,1900,15.6
6,1,2000,15.5
6,1,2100,16.5
6,1,2200,18.299999
6,1,2300,20
6,2,0,21.299999
6,2,100,23.200001
6,2,200,24.5
6,2,300,25.1
6,2,400,26.6
6,2,500,26.799999
6,2,600,26.1
6,2,700,26.1
6,2,800,24.9
6,2,900,24.299999
6,2,1000,23.200001
6,2,1100,22.4
6,2,1200,21.700001
6,2,1300,21
6,2,1400,19.9
6,2,1500,19.1
6,2,1600,18.200001
6,2,1700,17.299999
6,2,1800,16.799999
6,2,1900,16.200001
6,2,2000,16
6,2,2100,17.299999
6,2,2200,19.299999
6,2,2300,20.200001
6,3,0,21.700001
6,3,100,23.1
6,3,200,24.4
6,3,300,25.4
6,3,400,26.1
6,3,500,26.700001
6,3,600,26.6
6,3,700,27.6
6,3,800,26.700001
6,3,900,26.299999
6,3,1000,25
6,3,1100,24.299999
6,3,1200,23.700001
6,3,1300,22.200001
6,3,1400,21.4
6,3,1500,20.799999
6,3,1600,20.299999
6,3,1700,19.700001
6,3,1800,18.700001
6,3,1900,17.200001
6,3,2000,16.700001
6,3,2100,18.299999
6,3,2200,20
6,3,2300,21.5
6,4,0,23.1
6,4,100,23.5
6,4,200,25.1
6,4,300,26
6,4,400,26.799999
6,4,500,26.9
6,4,600,28.1
6,4,700,28.1
6,4,800,27.700001
6,4,900,27.200001
6,4,1000,25.9
6,4,1100,24.700001
6,4,1200,23.200001
6,4,1300,22.299999
6,4,1400,21.700001
6,4,1500,20.799999
6,4,1600,20
6,4,1700,18.799999
6,4,1800,18.1
6,4,1900,17.6
6,4,2000,17.700001
6,4,2100,18.299999
6,4,2200,19.200001
6,4,2300,20.799999
6,5,0,23.299999
6,5,100,24.6
6,5,200,25.6
6,5,300,27
6,5,400,28.200001
6,5,500,28.6
6,5,600,29.799999
6,5,700,29.700001
6,5,800,29
6,5,900,28.1
6,5,1000,25.700001
6,5,1100,24.299999
6,5,1200,23.1
6,5,1300,22.200001
6,5,1400,21.6
6,5,1500,20.9
6,5,1600,20.5
6,5,1700,20.1
6,5,1800,19.799999
6,5,1900,19.6
6,5,2000,18.9
6,5,2100,19.799999
6,5,2200,21.700001
6,5,2300,23.1
6,6,0,24.1
6,6,100,25.5
6,6,200,26
6,6,300,26.9
6,6,400,27.9
6,6,500,28.5
6,6,600,29.5
6,6,700,29.200001
6,6,800,29.200001
6,6,900,28.6
6,6,1000,25.700001
6,6,1100,24.200001
6,6,1200,23.299999
6,6,1300,22.700001
6,6,1400,21.5
6,6,1500,20.6
6,6,1600,20
6,6,1700,19.6
6,6,1800,19.299999
6,6,1900,18.799999
6,6,2000,18.6
6,6,2100,19.200001
6,6,2200,19.799999
6,6,2300,21.299999
6,7,0,23.5
6,7,100,25.5
6,7,200,27
6,7,300,27.200001
6,7,400,27.299999
6,7,500,28.1
6,7,600,28.299999
6,7,700,28
6,7,800,27.1
6,7,900,26.6
6,7,1000,26
6,7,1100,25.6
6,7,1200,24.200001
6,7,1300,23.799999
6,7,1400,23.200001
6,7,1500,22.700001
6,7,1600,18.9
6,7,1700,19
6,7,1800,19.200001
6,7,1900,19.700001
6,7,2000,19.200001
6,7,2100,19.299999
6,7,2200,19.200001
6,7,2300,19.700001
6,8,0,19.6
6,8,100,19.9
6,8,200,20.200001
6,8,300,20.200001
6,8,400,20.799999
6,8,500,23.5
6,8,600,24.799999
6,8,700,25.5
6,8,800,25.200001
6,8,900,24.299999
6,8,1000,23.299999
6,8,1100,22.5
6,8,1200,21.799999
6,8,1300,21.200001
6,8,1400,21
6,8,1500,20.799999
6,8,1600,20.700001
6,8,1700,20.700001
6,8,1800,20.5
6,8,1900,20
6,8,2000,19.700001
6,8,2100,20.700001
6,8,2200,21.5
6,8,2300,21.9
6,9,0,23.200001
6,9,100,25.700001
6,9,200,25.5
6,9,300,27.200001
6,9,400,28.5
6,9,500,30
6,9,600,29.700001
6,9,700,29.9
6,9,800,29.299999
6,9,900,28.1
6,9,1000,25.700001
6,9,1100,24.5
6,9,1200,23.6
6,9,1300,22.799999
6,9,1400,22.5
6,9,1500,22
6,9,1600,21.6
6,9,1700,20.6
6,9,1800,20
6,9,1900,19.299999
6,9,2000,19
6,9,2100,19.200001
6,9,2200,20.200001
6,9,2300,21.9
6,10,0,24.5
6,10,100,26.700001
6,10,200,27.799999
6,10,300,29.6
6,10,400,30.700001
6,10,500,31.4
6,10,600,30.700001
6,10,700,30.4
6,10,800,30.1
6,10,900,29
6,10,1000,27.200001
6,10,1100,26.200001
6,10,1200,25.200001
6,10,1300,24.5
6,10,1400,23.799999
6,10,1500,23.200001
6,10,1600,22.799999
6,10,1700,22.5
6,10,1800,22
6,10,1900,21.700001
6,10,2000,21.4
6,10,2100,22
6,10,2200,23.1
6,10,2300,24.299999
6,11,0,26.1
6,11,100,27.4
6,11,200,28.4
6,11,300,29.799999
6,11,400,30
6,11,500,31.5
6,11,600,31.799999
6,11,700,31.799999
6,11,800,31.6
6,11,900,29.6
6,11,1000,27.799999
6,11,1100,27.200001
6,11,1200,26.299999
6,11,1300,25
6,11,1400,24
6,11,1500,23.1
6,11,1600,22.6
6,11,1700,21.700001
6,11,1800,21.5
6,11,1900,20.5
6,11,2000,20.700001
6,11,2100,21
6,11,2200,22.299999
6,11,2300,24.200001
6,12,0,25.799999
6,12,100,27.5
6,12,200,28.6
6,12,300,31.1
6,12,400,31.5
6,12,500,31.9
6,12,600,32.900002
6,12,700,33.099998
6,12,800,32.700001
6,12,900,28.6
6,12,1000,26.799999
6,12,1100,25.700001
6,12,1200,24.700001
6,12,1300,23.700001
6,12,1400,22.700001
6,12,1500,22.299999
6,12,1600,21.5
6,12,1700,21
6,12,1800,20.6
6,12,1900,19.799999
6,12,2000,19.700001
6,12,2100,20.200001
6,12,2200,22.299999
6,12,2300,24.200001
6,13,0,26.299999
6,13,100,28.299999
6,13,200,29.700001
6,13,300,31.6
6,13,400,32.299999
6,13,500,32.900002
6,13,600,33.200001
6,13,700,33
6,13,800,32.5
6,13,900,31.6
6,13,1000,28.700001
6,13,1100,27.6
6,13,1200,26.799999
